participant,group,eng_variety,spn_variety,have_ln,aoa,check_pass,check_fails,item,speaker_variety,condition,sentence_type,sentence,trial_n,correct_response,response,is_correct,rt_raw,sentence_dur,rt_adj
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,mexican,match,interrogative-total-yn,Emilio ama la marcha,29,1,0,0,1.35813,1.23,0.12813000000000008
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,andalusian,mismatch,declarative-narrow-focus,La maestra vive en Paris,30,0,0,1,1.265995,1.19,0.07599500000000003
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,cuban,match,interrogative-total-yn,Daniel iba a Bolivia,31,1,0,0,2.091215,1.31,0.781215
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,peruvian,match,interrogative-partial-wh,Por que hablaba del agua,32,1,1,1,1.51566,1.5,0.015660000000000007
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,andalusian,mismatch,interrogative-partial-wh,Por que desayuna muy bien,33,1,1,1,1.008945,1.4,-0.39105499999999993
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,castilian,mismatch,declarative-broad-focus,El nino oye el rio,34,0,0,1,1.272655,1.41,-0.13734499999999983
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,peruvian,mismatch,interrogative-total-yn,La maestra vive en Paris,35,1,1,1,1.87297,1.73,0.14297000000000004
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,mexican,mismatch,interrogative-partial-wh,Por que oia el rio,36,1,1,1,1.79423,1.08,0.7142299999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,peruvian,match,declarative-narrow-focus,Mariano habla del tiempo,37,0,0,1,2.281595,1.6,0.6815949999999997
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,argentine,match,interrogative-partial-wh,Por que ama la navidad,38,1,1,1,1.051285,1.26,-0.20871499999999998
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,puertorican,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,39,1,1,1,0.577285,1.18,-0.6027149999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,andalusian,match,declarative-broad-focus,Emilio ama la marcha,40,0,0,1,1.609565,1.27,0.3395649999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,argentine,mismatch,interrogative-total-yn,El hombre mira la luna,41,1,1,1,2.084325,1.2,0.8843250000000002
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,mexican,match,interrogative-partial-wh,Cuando leia el libro,42,1,0,0,1.307045,1.03,0.277045
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,mexican,mismatch,interrogative-partial-wh,Cuando lavaba el plato,43,1,0,0,1.36306,1.06,0.3030599999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,andalusian,mismatch,declarative-narrow-focus,El hombre mira la luna,44,0,0,1,1.43553,1.33,0.1055299999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,peruvian,mismatch,declarative-broad-focus,Mi novio viene del lago,45,0,0,1,1.772545,1.63,0.14254500000000014
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,mexican,mismatch,declarative-broad-focus,La maestra vive en Paris,46,0,0,1,1.52039,1.2,0.32038999999999995
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-total-yn_David-leia-el-libro.wav,chilean,match,interrogative-total-yn,David leia el libro,47,1,1,1,1.48494,1.2,0.28493999999999997
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,chilean,match,declarative-narrow-focus,Maria bebe el vino,48,0,0,1,1.857715,0.98,0.877715
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,chilean,match,interrogative-partial-wh,Cuando bebia el vino,49,1,1,1,1.43998,1.24,0.19998000000000005
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,mexican,match,declarative-narrow-focus,Marta abre el regalo,50,0,0,1,1.406065,1.15,0.256065
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,puertorican,mismatch,interrogative-partial-wh,Por que venia del lago,51,1,1,1,1.010365,1.13,-0.11963499999999994
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,chilean,match,interrogative-total-yn,Manuela vende el carro,52,1,0,0,0.86879,1.29,-0.4212100000000001
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,castilian,mismatch,interrogative-partial-wh,Cuando comia la fruta,53,1,1,1,1.8221,1.4,0.42210000000000014
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,peruvian,mismatch,interrogative-partial-wh,Cuando miraba la luna,54,1,1,1,1.5034,1.46,0.043400000000000105
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,cuban,mismatch,declarative-broad-focus,Mi tia odia la lluvia,55,0,0,1,1.77769,1.47,0.30769
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,mexican,match,declarative-narrow-focus,Emilio ama la marcha,56,0,0,1,1.31954,1.14,0.17954000000000003
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,andalusian,match,declarative-broad-focus,Marta abre el regalo,57,0,0,1,1.518215,1.39,0.1282150000000002
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,mexican,mismatch,interrogative-total-yn,El bebe comia muy bien,58,1,1,1,1.518175,1.25,0.26817500000000005
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,peruvian,match,interrogative-total-yn,Maria bebe el vino,59,1,1,1,1.522565,1.36,0.16256499999999985
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,peruvian,match,declarative-narrow-focus,Manuela vende el carro,60,0,0,1,1.594065,1.55,0.04406500000000002
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,puertorican,match,declarative-broad-focus,Maria bebe el vino,61,0,1,0,1.270985,1.13,0.14098500000000014
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,chilean,mismatch,declarative-narrow-focus,El bebe comia muy bien,62,0,0,1,1.618075,1.29,0.3280749999999999
5e3dff6b8714b707b9a258b0,learner,West coast,United States,yes,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,andalusian,mismatch,interrogative-total-yn,Mi novio viene del lago,63,1,1,1,1.65449,1.42,0.2344900000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,argentine,match,declarative-narrow-focus,Mariano habla del tiempo,0,0,0,1,1.92349,1.45,0.47348999999999997
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,peruvian,mismatch,interrogative-partial-wh,Por que vivia en Paris,1,1,0,0,1.903135,1.55,0.353135
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,castilian,match,declarative-broad-focus,Ana lleva el abrigo,2,0,0,1,1.636715,1.26,0.3767149999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,argentine,mismatch,declarative-narrow-focus,La maestra vive en Paris,3,0,0,1,1.58784,1.32,0.26783999999999986
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,cuban,mismatch,interrogative-total-yn,La nina lava el plato,4,1,0,0,1.60065,1.19,0.41064999999999996
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,chilean,match,interrogative-partial-wh,Por que abre el regalo,5,1,1,1,2.017035,1.28,0.7370349999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,castilian,mismatch,interrogative-total-yn,El hombre mira la luna,6,1,1,1,1.91193,1.29,0.6219299999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,castilian,match,declarative-narrow-focus,Daniel iba a Bolivia,7,0,0,1,2.59651,1.5,1.0965099999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,puertorican,mismatch,declarative-broad-focus,La nina lava el plato,8,0,0,1,1.68271,1.14,0.54271
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,mexican,mismatch,interrogative-partial-wh,Cuando miraba la luna,9,1,0,0,1.457415,1.05,0.40741499999999986
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,cuban,mismatch,declarative-broad-focus,El nino oye el rio,10,0,0,1,2.29446,1.39,0.90446
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,mexican,mismatch,declarative-narrow-focus,Mi madre come la fruta,11,0,0,1,1.61883,1.27,0.34883
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,cuban,mismatch,interrogative-total-yn,El nino oye el rio,12,1,0,0,1.684415,1.06,0.6244149999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,castilian,match,declarative-narrow-focus,Manuela vende el carro,13,0,0,1,1.672375,1.44,0.232375
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,chilean,mismatch,declarative-narrow-focus,El bebe comia muy bien,14,0,0,1,1.84524,1.29,0.55524
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,cuban,match,declarative-broad-focus,Emilio ama la marcha,15,0,0,1,1.769545,1.23,0.5395449999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,cuban,mismatch,declarative-narrow-focus,Mi tia odia la lluvia,16,0,0,1,1.766485,1.3,0.46648500000000004
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,andalusian,mismatch,interrogative-partial-wh,Cuando comia la fruta,17,1,1,1,3.77008,1.45,2.32008
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,peruvian,mismatch,declarative-narrow-focus,La nina lava el plato,18,0,0,1,1.407335,1.62,-0.2126650000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,puertorican,match,interrogative-partial-wh,Por que hablaba del agua,19,1,0,0,1.767515,1.08,0.6875149999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,argentine,match,interrogative-total-yn,Marta abre el regalo,20,1,1,1,3.829575,1.34,2.4895750000000003
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,cuban,mismatch,declarative-broad-focus,La maestra vive en Paris,21,0,0,1,1.6514,1.29,0.36139999999999994
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,argentine,match,declarative-broad-focus,Mariano habla del tiempo,22,0,0,1,1.567505,1.28,0.2875049999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,mexican,match,interrogative-partial-wh,Cuando leia el libro,23,1,0,0,1.628255,1.03,0.598255
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_David-leia-el-libro.wav,puertorican,match,declarative-broad-focus,David leia el libro,24,0,0,1,1.45413,1.14,0.31413
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_David-leia-el-libro.wav,andalusian,match,declarative-narrow-focus,David leia el libro,25,0,0,1,1.55294,1.45,0.10294000000000003
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,chilean,mismatch,interrogative-partial-wh,Por que venia del lago,26,1,0,0,2.071985,1.33,0.7419850000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,castilian,mismatch,interrogative-partial-wh,Cuando lavaba el plato,27,1,1,1,1.845625,1.33,0.515625
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Manuela-vende-el-carro.wav,cuban,match,declarative-broad-focus,Manuela vende el carro,28,0,0,1,1.91906,1.39,0.5290600000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,peruvian,mismatch,interrogative-total-yn,Mi madre come la fruta,29,1,0,0,1.8371,1.58,0.2570999999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,chilean,mismatch,interrogative-total-yn,Mi tia odia la lluvia,30,1,1,1,2.303695,1.37,0.9336949999999997
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,peruvian,mismatch,declarative-broad-focus,Mi madre come la fruta,31,0,0,1,1.903745,1.57,0.33374499999999996
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,argentine,match,declarative-narrow-focus,Emilio ama la marcha,32,0,0,1,1.71736,1.38,0.3373600000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,puertorican,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,33,1,0,0,1.65695,1.18,0.47695
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,castilian,match,interrogative-partial-wh,Cuando vendia el carro,34,1,1,1,1.752455,1.36,0.392455
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,mexican,match,declarative-narrow-focus,Maria bebe el vino,35,0,0,1,1.351685,1.08,0.27168499999999995
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,cuban,match,interrogative-partial-wh,Por que ama la navidad,36,1,0,0,1.820955,1.17,0.6509550000000002
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,peruvian,mismatch,declarative-broad-focus,Mi novio viene del lago,37,0,0,1,1.91887,1.63,0.2888700000000002
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,argentine,mismatch,declarative-narrow-focus,El nino oye el rio,38,0,0,1,1.619575,1.35,0.2695749999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,peruvian,mismatch,declarative-broad-focus,El bebe comia muy bien,39,0,0,1,2.008715,1.78,0.228715
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,mexican,match,interrogative-partial-wh,Por que iba a Bolivia,40,1,0,0,1.540445,1.24,0.3004450000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,castilian,match,interrogative-partial-wh,Cuando lleva el abrigo,41,1,1,1,1.65512,1.28,0.3751199999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,andalusian,match,interrogative-total-yn,Ana lleva el abrigo,42,1,1,1,1.486585,1.22,0.26658500000000007
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,puertorican,mismatch,interrogative-total-yn,El bebe comia muy bien,43,1,0,0,2.06371,1.22,0.84371
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,puertorican,mismatch,declarative-broad-focus,El hombre mira la luna,44,0,0,1,1.57828,1.19,0.38827999999999996
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,argentine,match,interrogative-total-yn,Manuela vende el carro,45,1,0,0,3.602725,1.45,2.1527250000000002
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_David-leia-el-libro.wav,peruvian,match,interrogative-total-yn,David leia el libro,46,1,0,0,2.405575,1.38,1.025575
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,chilean,match,declarative-broad-focus,Maria bebe el vino,47,0,0,1,1.255605,0.97,0.2856050000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,andalusian,match,interrogative-total-yn,Emilio ama la marcha,48,1,1,1,1.451915,1.38,0.07191500000000017
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,cuban,mismatch,interrogative-total-yn,La maestra vive en Paris,49,1,0,0,1.92325,1.4,0.52325
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,mexican,mismatch,interrogative-partial-wh,Por que desayuna muy bien,50,1,1,1,2.119245,1.33,0.7892449999999998
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,peruvian,match,interrogative-total-yn,Mariano habla del tiempo,51,1,1,1,1.936155,1.67,0.26615500000000014
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,andalusian,match,interrogative-partial-wh,Cuando bebia el vino,52,1,0,0,1.938805,1.27,0.6688049999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,puertorican,mismatch,interrogative-total-yn,Mi novio viene del lago,53,1,0,0,1.85201,1.26,0.5920099999999999
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,mexican,match,interrogative-total-yn,Daniel iba a Bolivia,54,1,0,0,1.9346,1.33,0.6046
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,cuban,match,interrogative-total-yn,Maria bebe el vino,55,1,0,0,1.484375,1.33,0.15437499999999993
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,chilean,mismatch,declarative-broad-focus,Mi tia odia la lluvia,56,0,0,1,1.588,1.34,0.248
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,puertorican,match,declarative-broad-focus,Marta abre el regalo,57,0,0,1,1.437065,1.18,0.2570650000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,argentine,mismatch,declarative-narrow-focus,El hombre mira la luna,58,0,0,1,1.421295,1.14,0.2812950000000001
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,cuban,match,declarative-narrow-focus,Ana lleva el abrigo,59,0,0,1,1.271,1.08,0.19099999999999984
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,andalusian,mismatch,declarative-narrow-focus,Mi novio viene del lago,60,0,0,1,1.58604,1.21,0.37603999999999993
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,mexican,match,declarative-narrow-focus,Marta abre el regalo,61,0,0,1,1.451275,1.15,0.3012750000000002
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,andalusian,match,declarative-broad-focus,Daniel iba a Bolivia,62,0,0,1,1.67021,1.46,0.21021
5e5e11aed2420e129dc155ce,learner,Midwest,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,peruvian,mismatch,interrogative-partial-wh,Por que oia el rio,63,1,0,0,1.985435,1.4,0.5854350000000001
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,puertorican,match,interrogative-partial-wh,Por que iba a Bolivia,0,1,1,1,1.607,1.02,0.587
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,andalusian,mismatch,interrogative-partial-wh,Cuando lavaba el plato,1,1,0,0,2.411,1.28,1.131
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,chilean,match,interrogative-partial-wh,Cuando lleva el abrigo,2,1,1,1,2.525,1.17,1.355
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,castilian,mismatch,declarative-broad-focus,El nino oye el rio,3,0,0,1,2.09,1.41,0.6799999999999999
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,mexican,mismatch,declarative-narrow-focus,El hombre mira la luna,4,0,0,1,1.969,1.05,0.919
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,peruvian,mismatch,declarative-narrow-focus,La nina lava el plato,5,0,0,1,2.384,1.62,0.7639999999999998
5e85088b3f06400f3f75e21f,learner,South,I am not familiar with Spanish,no,NA,1,0,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,peruvian,mismatch,declarative-broad-focus,Mi madre come la fruta,6,0,0,1,2.176,1.57,0.6060000000000001
